Java HotSpot(TM) 64-Bit Server VM (25.271-b09) for windows-amd64 JRE (1.8.0_271-b09), built on Sep 16 2020 19:14:59 by "" with MS VC++ 15.9 (VS2017)
Memory: 4k page, physical 50032504k(20855044k free), swap 63539488k(10215500k free)
CommandLine flags: -XX:-BytecodeVerificationLocal -XX:-BytecodeVerificationRemote -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=./heapdump.hprof -XX:InitialHeapSize=1073741824 -XX:+ManagementServer -XX:MaxHeapSize=1073741824 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:TieredStopAtLevel=1 -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC 
2025-08-31T23:05:42.236+0800: 96.619: [GC (Allocation Failure) [PSYoungGen: 212672K->320K(279552K)] 429884K->217532K(978944K), 0.0015988 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:05:43.247+0800: 97.631: [GC (Allocation Failure) [PSYoungGen: 212800K->224K(287744K)] 430012K->217436K(987136K), 0.0036865 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:05:44.243+0800: 98.626: [GC (Allocation Failure) [PSYoungGen: 223968K->320K(285184K)] 441180K->217540K(984576K), 0.0020208 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:05:45.247+0800: 99.630: [GC (Allocation Failure) [PSYoungGen: 224064K->256K(293888K)] 441284K->217476K(993280K), 0.0018997 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:05:47.565+0800: 101.948: [GC (Allocation Failure) [PSYoungGen: 235776K->160K(290816K)] 452996K->217388K(990208K), 0.0057305 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2025-08-31T23:05:50.856+0800: 105.239: [GC (Allocation Failure) [PSYoungGen: 235680K->224K(299520K)] 452908K->217452K(998912K), 0.0065833 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2025-08-31T23:05:54.229+0800: 108.612: [GC (Allocation Failure) [PSYoungGen: 247008K->1376K(296448K)] 464236K->218612K(995840K), 0.0057468 secs] [Times: user=0.08 sys=0.02, real=0.01 secs] 
2025-08-31T23:05:57.200+0800: 111.583: [GC (Allocation Failure) [PSYoungGen: 248160K->31961K(292352K)] 465396K->249205K(991744K), 0.0410013 secs] [Times: user=0.19 sys=0.05, real=0.04 secs] 
2025-08-31T23:06:00.300+0800: 114.684: [GC (Allocation Failure) [PSYoungGen: 277721K->51701K(297472K)] 494965K->279010K(996864K), 0.0900318 secs] [Times: user=0.28 sys=0.03, real=0.09 secs] 
2025-08-31T23:06:03.119+0800: 117.503: [GC (Allocation Failure) [PSYoungGen: 297461K->51685K(227840K)] 524770K->309193K(927232K), 0.0903030 secs] [Times: user=0.55 sys=0.11, real=0.09 secs] 
2025-08-31T23:06:05.038+0800: 119.422: [GC (Allocation Failure) [PSYoungGen: 227813K->86506K(262656K)] 485321K->384078K(962048K), 0.1393381 secs] [Times: user=0.61 sys=0.06, real=0.14 secs] 
2025-08-31T23:06:06.152+0800: 120.535: [GC (Allocation Failure) [PSYoungGen: 262634K->86508K(203264K)] 560206K->439601K(902656K), 0.1379435 secs] [Times: user=0.91 sys=0.06, real=0.14 secs] 
2025-08-31T23:06:08.784+0800: 123.167: [GC (Allocation Failure) [PSYoungGen: 203244K->65673K(232960K)] 556337K->418766K(932352K), 0.0365020 secs] [Times: user=0.17 sys=0.03, real=0.04 secs] 
2025-08-31T23:06:09.404+0800: 123.787: [GC (Allocation Failure) [PSYoungGen: 182409K->116197K(232960K)] 535502K->485681K(932352K), 0.0965417 secs] [Times: user=0.53 sys=0.05, real=0.10 secs] 
2025-08-31T23:06:09.972+0800: 124.354: [GC (Allocation Failure) [PSYoungGen: 232933K->47657K(232960K)] 602417K->417158K(932352K), 0.0136029 secs] [Times: user=0.25 sys=0.02, real=0.01 secs] 
2025-08-31T23:06:10.068+0800: 124.452: [GC (Allocation Failure) [PSYoungGen: 164393K->114789K(232960K)] 533894K->484377K(932352K), 0.0280189 secs] [Times: user=0.48 sys=0.00, real=0.03 secs] 
2025-08-31T23:06:10.407+0800: 124.790: [GC (Allocation Failure) [PSYoungGen: 231525K->65961K(232960K)] 601113K->439350K(932352K), 0.0187237 secs] [Times: user=0.27 sys=0.00, real=0.02 secs] 
2025-08-31T23:06:11.187+0800: 125.570: [GC (Allocation Failure) [PSYoungGen: 182697K->60509K(232960K)] 556086K->445841K(932352K), 0.0176085 secs] [Times: user=0.20 sys=0.02, real=0.02 secs] 
2025-08-31T23:06:12.058+0800: 126.442: [GC (Allocation Failure) [PSYoungGen: 177245K->41117K(232960K)] 562577K->446073K(932352K), 0.0137612 secs] [Times: user=0.27 sys=0.00, real=0.01 secs] 
2025-08-31T23:06:12.831+0800: 127.214: [GC (Allocation Failure) [PSYoungGen: 157853K->17725K(232960K)] 562809K->446177K(932352K), 0.0107475 secs] [Times: user=0.19 sys=0.03, real=0.01 secs] 
2025-08-31T23:06:13.906+0800: 128.289: [GC (Allocation Failure) [PSYoungGen: 134461K->352K(232960K)] 562913K->446361K(932352K), 0.0065472 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2025-08-31T23:06:14.647+0800: 129.030: [GC (Allocation Failure) [PSYoungGen: 117088K->160K(232960K)] 563097K->446169K(932352K), 0.0031847 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:06:15.478+0800: 129.861: [GC (Allocation Failure) [PSYoungGen: 116896K->352K(232960K)] 562905K->446377K(932352K), 0.0018431 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:06:16.207+0800: 130.590: [GC (Allocation Failure) [PSYoungGen: 117088K->224K(232960K)] 563113K->446281K(932352K), 0.0030712 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:06:17.019+0800: 131.403: [GC (Allocation Failure) [PSYoungGen: 116960K->192K(232960K)] 563017K->446265K(932352K), 0.0022307 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:06:17.729+0800: 132.112: [GC (Allocation Failure) [PSYoungGen: 116928K->192K(232960K)] 563001K->446281K(932352K), 0.0027477 secs] [Times: user=0.13 sys=0.02, real=0.00 secs] 
2025-08-31T23:06:18.340+0800: 132.725: [GC (Allocation Failure) [PSYoungGen: 116928K->192K(232960K)] 563017K->446313K(932352K), 0.0019023 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:06:18.905+0800: 133.288: [GC (Allocation Failure) [PSYoungGen: 116928K->160K(232960K)] 563049K->446281K(932352K), 0.0026497 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:06:19.557+0800: 133.941: [GC (Allocation Failure) [PSYoungGen: 116896K->96K(232960K)] 563017K->446241K(932352K), 0.0115831 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
2025-08-31T23:06:21.406+0800: 135.788: [GC (Allocation Failure) [PSYoungGen: 116832K->224K(241664K)] 562977K->446377K(941056K), 0.0053592 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2025-08-31T23:06:23.392+0800: 137.774: [GC (Allocation Failure) [PSYoungGen: 128736K->160K(236032K)] 574889K->446313K(935424K), 0.0056049 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2025-08-31T23:06:25.469+0800: 139.852: [GC (Allocation Failure) [PSYoungGen: 128672K->224K(252928K)] 574825K->446377K(952320K), 0.0049052 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:06:27.853+0800: 142.237: [GC (Allocation Failure) [PSYoungGen: 151264K->224K(247296K)] 597417K->446377K(946688K), 0.0060618 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2025-08-31T23:06:30.246+0800: 144.629: [GC (Allocation Failure) [PSYoungGen: 151264K->128K(263680K)] 597417K->446281K(963072K), 0.0052499 secs] [Times: user=0.06 sys=0.00, real=0.00 secs] 
2025-08-31T23:06:32.868+0800: 147.251: [GC (Allocation Failure) [PSYoungGen: 173184K->192K(258560K)] 619337K->446345K(957952K), 0.0040038 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2025-08-31T23:06:35.707+0800: 150.090: [GC (Allocation Failure) [PSYoungGen: 173248K->128K(273920K)] 619401K->446281K(973312K), 0.0054693 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
2025-08-31T23:06:37.952+0800: 152.335: [GC (Allocation Failure) [PSYoungGen: 193664K->288K(268800K)] 639817K->446441K(968192K), 0.0024905 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
